"network","relations","gtfs_shape_id_n","gtfs_route_id_n","gtfs_feed_id_n","relation_id_example"
"茨城空港連絡バス",2,0,0,0,"7858279"
"茨木サニータウン線",8,0,0,0,"3379703"
"茨木彩都線",2,0,0,0,"3478313"
"茨木美穂ヶ丘線",5,0,0,0,"3474344"
"荒川区コミュニティバス",1,0,0,0,"3189441"
"荣成公交",8,0,0,0,"12108610"
"莱州公交",10,0,0,0,"14072226"
"菊川市コミュニティバス",1,0,0,0,"14965135"
"菊川浜岡線",4,0,0,0,"14944159"
"菏泽公交",3,0,0,0,"15763142"
"菱野団地住民バス",1,0,0,0,"20408219"
"葛城線",8,0,0,0,"11105679"
"葫芦岛公交",9,0,0,0,"9728409"
"蓟州区内公交",10,0,0,0,"11659790"
"蓬莱公交",16,0,0,0,"14148910"
"蔚县公交",2,0,0,0,"15701406"
"藤岡線",4,0,0,0,"11959057"
"蛭田・湯津上線",2,0,0,0,"6761633"
"西の京高校線 (Nishinokyō Senior Highschool Line)",2,0,0,0,"3934752"
"西千代ヶ丘線 (Nishichiyogaoka Line)",2,0,0,0,"3476084"
"西安公交",3,0,0,0,"13236936"
"西宮名塩ニュータウン線",1,0,0,0,"7686774"
"西宮山手線",1,0,0,0,"11251390"
"西宮市内線",10,0,0,0,"12818968"
"西小コース",1,0,0,0,"6263118"
"西小コース・氏家線",1,0,0,0,"6263117"
"西東京バス",68,0,0,0,"11181117"
"西東京市 はなバス",4,0,0,0,"18738321"
"西武バス",256,0,0,0,"10043876"
"西武バス;国際興業バス",2,0,0,0,"8544894"
"西登美ヶ丘真弓線 (Nishitomigaoka Mayumi Line)",5,0,0,0,"3507357"
"西肥バス",5,0,0,0,"17308221"
"西能勢線",7,0,0,0,"12189668"
"西那須野内循環線",1,0,0,0,"7205559"
"西那須野外循環線",1,0,0,0,"7205451"
"西那須野線",4,0,0,0,"6418451"
"西鈴神戸線",5,0,0,0,"12465853"
"西鉄バス",72,0,0,0,"16707627"
"親園・佐久山線",2,0,0,0,"6180865"
"豊中東西線",1,0,0,0,"3388480"
"豊四季台団地循環",2,0,0,0,"13981106"
"豊能西線",3,0,0,0,"3504967"
"豊鉄バス",2,0,0,0,"20292949"
"赣州公交",2,0,0,0,"13210040"
"赤城公交",2,0,0,0,"15731804"
"赤膚線 (Akahada Line)",1,0,0,0,"3939427"
"越後交通",1,0,0,0,"19227426"
"足立区コミュニティバスはるかぜ",4,0,0,0,"12743589"
"車作線",2,0,0,0,"3379479"
"輔大醫院接駁車",1,0,0,0,"12719491"
"辽阳公交",5,0,0,0,"12687532"
"近江鉄道バス",1,0,0,0,"12114377"
"近畿大学奈良病院線 (Nara Hospital Kinki University Faculty of Medicine Line)",1,0,0,0,"3511199"
"近畿大学線 (Kiniki University Line)",1,0,0,0,"3480151"
"近鉄バス",30,0,0,0,"10224130"
"连江公交",6,0,0,0,"18672978"
"迪士尼樂園巴士 Disneyland Bus",2,0,0,0,"6896284"
"迪士尼樂園度假區演藝人員穿梭巴士 Disneyland Resort Cast Shuttle",1,0,0,0,"9324528"
"運転免許センター線",4,0,0,0,"11788211"
"過海隧道巴士 Cross-harbour Bus",40,0,0,0,"11240006"
"道の駅線",1,0,0,0,"6495825"
"道南バス",75,0,0,0,"10788094"
"遠百接駁車",4,0,0,0,"18964866"
"遠鉄バス",5,0,0,0,"3365177"
"那覇てだこ線",2,0,0,0,"17363135"
"那須塩原駅線",7,0,0,0,"6287896"
"那須線",6,0,0,0,"10149779"
"都営バス",422,0,0,0,"10076981"
"都営バス品川営業所",3,0,0,0,"13790874"
"都営バス青梅支所",2,0,0,0,"4748605"
"醍醐コミュニティバス",2,0,0,0,"16806740"
"野崎・佐久山線",2,0,0,0,"12546051"
"野崎方面循環線",2,0,0,0,"10253591"
"野遠北野田線",4,0,0,0,"13535042"
"金丸線",2,0,0,0,"6166049"
"金华公交",11,0,0,0,"16062419"
"金坛公交",5,0,0,0,"14690190"
"金寨公交",2,0,0,0,"15763717"
"金沢ふらっとバス",2,0,0,0,"12228210"
"金田方面循環線",2,0,0,0,"8973860"
"金門縣公車",21,0,0,0,"14747812"
"鈴蘭台東線",2,0,0,0,"7645938"
"銚子東京線",1,0,0,0,"15591198"
"钦州公交",4,0,0,0,"13428262"
"铜陵公交",2,0,0,0,"20347896"
"長岡京淀線",1,0,0,0,"12875458"
"長崎県営バス",83,0,0,0,"17309574"
"門真団地試験場線",3,0,0,0,"7645769"
"門真市内線",2,0,0,0,"7634685"
"間々田東西線",5,0,0,0,"6552492"
"間々田線",6,0,0,0,"6495724"
"関東バス",85,0,0,0,"10542202"
"関東鉄道",2,0,0,0,"7397662"
"関鉄バス",2,0,0,0,"13997779"
"關西鎮幸福巴士",10,0,0,0,"18976279"
"闽清公交",2,0,0,0,"15434192"
"阪大病院線",3,0,0,0,"3458381"
"阪奈生駒線 (Hanna Ikoma Line)",1,0,0,0,"3555404"
"阪神線",15,0,0,0,"11783084"
"阪神線（安倉団地循環線）",1,0,0,0,"7642927"
"阪神線（宝塚甲子園線）",1,0,0,0,"7642754"
"阪神線（尼崎宝塚線）",1,0,0,0,"7642928"
"阪神線（杭瀬宝塚線）",1,0,0,0,"7642926"
"防城港公交",35,0,0,0,"13799596"
"阳原公交",2,0,0,0,"15701384"
"阿里公交",8,0,0,0,"15825359"
"陽明交大校車",4,0,0,0,"18955687"
"陽明大學接駁車",2,0,0,0,"11371355"
"雲厳寺線",6,0,0,0,"11921942"
"雲林縣公車",4,0,0,0,"16819867"
"電車連絡久米窪田線",1,0,0,0,"4104199"
"電車連絡梅本ループ線",2,0,0,0,"4101859"
"霍山公交",2,0,0,0,"15765566"
"霍邱公交",2,0,0,0,"15762493"
"霞ヶ浦線",4,0,0,0,"10519335"
"霞浦公交",2,0,0,0,"15855126"
"青山住宅線 (Aoyama Jūtaku Line)",5,0,0,0,"3500076"
"青岛公交",216,0,0,0,"15482097"
"青州公交",6,0,0,0,"10107858"
"青秀山游览车",3,0,0,0,"19229845"
"静海区内公交",6,0,0,0,"19505983"
"韶关公交",62,0,0,0,"13970702"
"須賀川線",2,0,0,0,"6758916"
"風ぐるま",2,0,0,0,"6110295"
"香取市循環バス",7,0,0,0,"14051609"
"馬頭烏山線",2,0,0,0,"6354949"
"高の原高山線 (Takanohara Takayama Line)",1,0,0,0,"3527823"
"高岳線",2,0,0,0,"6552450"
"高新1号线",1,0,0,0,"13298957"
"高松空港リムジンバス",2,0,0,0,"10922682"
"高柳線",1,0,0,0,"7645768"
"高洲南線",2,0,0,0,"18381770"
"高洲線",2,0,0,0,"18381756"
"高要农村客运",6,0,0,0,"14910778"
"高速バス",1,0,0,0,"7497493"
"高邮公交",51,0,0,0,"17847549"
"高鐵快捷公車",3,0,0,0,"4511002"
"高雄市公車",336,0,0,0,"11060892"
"鬼怒川温泉女夫渕線",6,0,0,0,"6378589"
"鬼怒川線",7,0,0,0,"10218774"
"鱼台公交",2,0,0,0,"16229132"
"鴨川市コミュニティバス",12,0,0,0,"14982121"
"鷲林寺線",1,0,0,0,"7649252"
"鷹栖町営バス",1,0,0,0,"3231500"
"鹿沼南高校線",3,0,0,0,"6286097"
"黒磯線",6,0,0,0,"6421210"
"黒磯線（黒磯南高校止まり）",4,0,0,0,"6418757"
"黒磯駅・黒羽高校線",2,0,0,0,"11921927"
"黒羽線",6,0,0,0,"10154727"
"龍運 LWB; 九巴 KMB",2,0,0,0,"6928194"
"龍運機場巴士 Long Win Bus",1,0,0,0,"7289667"
"龙井公交",10,0,0,0,"16438644"
"경기 성남시 직행좌석",2,0,0,0,"6503601"
"경기 용인시 직행좌석",1,0,0,0,"11340273"
"경기도 마을버스",2,0,0,0,"11484235"
"경기도 버스",1,0,0,0,"11560540"
"경기도 시내버스",304,0,0,0,"11484080"
"계룡시 시내버스",9,0,0,0,"10727255"
"고속버스",2,0,0,0,"11353516"
"광양시 시내버스",2,0,0,0,"8880555"
"광역급행버스",12,0,0,0,"19387235"
"광주광역시 시내버스",90,0,0,0,"19663621"
"군포시",7,0,0,0,"6967600"
"남양주 마을버스",1,0,0,0,"11583338"
"대전광역시 시내버스",140,0,0,0,"10727026"
"대한민국 시외버스",1,0,0,0,"17888601"
"동대문구 마을버스",8,0,0,0,"12699313"
"부산 금정구 마을버스",1,0,0,0,"2204550"
"부산 마을버스",1,0,0,0,"12773247"
"부산 북구 마을버스",1,0,0,0,"2195503"
"부산 시내버스",1,0,0,0,"14997696"
"부산광역시",1,0,0,0,"8119136"
"부산광역시 마을버스 운송사업조합",4,0,0,0,"7080210"
"부산광역시 일반시내버스",2,0,0,0,"7437447"
"부산시 급행버스",2,0,0,0,"7431230"
"부산시내버스",8,0,0,0,"2195500"
"서울 간선버스",3,0,0,0,"2894443"
"서울 마을버스",2,0,0,0,"7525033"
"서울시",2,0,0,0,"8172377"
"서울시 간선버스",15,0,0,0,"2894490"
"서울시 마을버스",4,0,0,0,"7556734"
"서울시 시내버스",1,0,0,0,"2894500"
"서울시 심야버스",2,0,0,0,"7527611"
"서울시 지선버스",7,0,0,0,"8524780"
"서울특별시",1,0,0,0,"7172324"
"서울특별시 간선버스",3,0,0,0,"13121475"
"서울특별시 마을버스",7,0,0,0,"12331968"
"서울특별시 시내버스",58,0,0,0,"12413106"
"서울특별시 지선버스",2,0,0,0,"13107165"
"성남시 일반시내버스",1,0,0,0,"12948883"
"성남시 직행좌석버스",1,0,0,0,"12948882"
"세종특별자치시 시내버스",1,0,0,0,"10732098"
"수원시 일반시내버스",1,0,0,0,"7921402"
"시외버스",2,0,0,0,"14909905"
"신의주",1,0,0,0,"11369344"
"안양시 마을버스",4,0,0,0,"9468697"
"안양시 시내버스",2,0,0,0,"9460287"
"양산 일반버스",2,0,0,0,"13561411"
"양산시내버스",2,0,0,0,"2204547"
"양양군",2,0,0,0,"2239883"
"용인시 직행좌석버스",2,0,0,0,"12948881"
"울산 일반버스",5,0,0,0,"13589995"
"울산 직행버스",2,0,0,0,"13575819"
"익산시 시내버스",28,0,0,0,"16678273"
"인천광역시 광역급행버스",1,0,0,0,"7578769"
"인천광역시 시내버스",307,0,0,0,"11919524"
"전주시 시내버스",2,0,0,0,"13274829"
"천안시 시내버스",13,0,0,0,"1584359"
"청진",1,0,0,0,"12513727"
"코리아와이드포항마을버스",1,0,0,0,"18034993"
"평양",2,0,0,0,"11356774"
